"mtry","splitrule","min.node.size","ROC","Sens","Spec","ROCSD","SensSD","SpecSD","model","n_tracks","validation_all_tracks","validation_iwc"
4,"gini",1,0.805512552961407,0.661584218371334,0.793884992000337,0.0831353953557338,0.25272874923323,0.0749774438564634,"Mr_Pacific",18,0.669906070848075,0.706932838022714
