"mtry","splitrule","min.node.size","ROC","Sens","Spec","ROCSD","SensSD","SpecSD","model","n_tracks","validation_all_tracks","validation_iwc"
2,"gini",1,0.812980912242874,0.572759462673399,0.819456167673975,0.0896445047857193,0.307240986136553,0.0692919850804716,"Mr_EastIndian",15,0.733418308890062,0.699679737527899
