"mtry","splitrule","min.node.size","ROC","Sens","Spec","ROCSD","SensSD","SpecSD","model","n_tracks","validation_all_tracks","validation_iwc"
4,"gini",1,0.816849486594377,0.706965293935055,0.719693136826456,0.0645769163269994,0.149966869461773,0.175037942565644,"Mr_WestPacific",29,0.680255537302725,0.596079210823068
