"mtry","splitrule","min.node.size","ROC","Sens","Spec","ROCSD","SensSD","SpecSD","model","n_tracks","validation_all_tracks","validation_iwc"
3,"gini",1,0.922540327621042,0.886409630316463,0.840578974863361,0.0263868310867177,0.0303793906167335,0.0366322857837351,"M4",168,0.963573354403725,0.759203130101067
