"mtry","splitrule","min.node.size","ROC","Sens","Spec","ROCSD","SensSD","SpecSD","model","n_tracks","validation_all_tracks","validation_iwc"
3,"gini",1,0.745122020898882,0.693578877737656,0.664391817717979,0.0792184870920293,0.13461127842221,0.141876896731526,"Mr_EastPacific",50,0.621987107427568,0.618917958348413
