"mtry","splitrule","min.node.size","ROC","Sens","Spec","ROCSD","SensSD","SpecSD","model","n_tracks","validation_all_tracks","validation_iwc"
3,"gini",1,0.73779050927243,0.672656254160228,0.706922101369412,0.0750456008946555,0.0917477668873343,0.090487450043255,"M2_EastPacific",49,0.604960649900622,0.641694732445958
