"mtry","splitrule","min.node.size","ROC","Sens","Spec","ROCSD","SensSD","SpecSD","model","n_tracks","validation_all_tracks","validation_iwc"
4,"gini",1,0.88561150976317,0.759446513627987,0.855838010629409,0.0415209594268908,0.0895847610591233,0.0254874981838842,"Mr_Atlantic",41,0.684713953051623,0.702280771344301
