"mtry","splitrule","min.node.size","ROC","Sens","Spec","ROCSD","SensSD","SpecSD","model","n_tracks","validation_all_tracks","validation_iwc"
3,"gini",1,0.787997568911699,0.682371962824978,0.750952687823646,0.0271494419869945,0.0610922667903917,0.0503351106028237,"M1",168,0.948549675209936,0.767209893101641
