"mtry","splitrule","min.node.size","ROC","Sens","Spec","ROCSD","SensSD","SpecSD","model","n_tracks","validation_all_tracks","validation_iwc"
4,"gini",1,0.914675598055187,0.88005962266418,0.844738602247457,0.0191608165028195,0.0289500517352246,0.0217783500580074,"M5",168,0.967103699253539,0.824287024895657
