"Overall","Covariate","Model"
100,"SST","Mr_Atlantic"
97.5307303839548,"ICEDIST","Mr_Atlantic"
71.7327612746633,"SLOPEDIST","Mr_Atlantic"
41.243672602139,"SSTFRONT","Mr_Atlantic"
40.2316589485879,"SSTVAR","Mr_Atlantic"
35.202399492708,"SHELFDIST","Mr_Atlantic"
34.0036151433889,"ICE","Mr_Atlantic"
29.1389687336396,"DEPTH","Mr_Atlantic"
26.0273673164537,"SLOPE","Mr_Atlantic"
0,"ICEVAR","Mr_Atlantic"
