"Overall","Covariate","Model"
100,"SLOPEDIST","M3"
61.5603510014377,"ICEDIST","M3"
55.3180508709247,"SHELFDIST","M3"
39.1878132540417,"DEPTH","M3"
36.0724334484297,"SST","M3"
20.8982204844282,"SSTVAR","M3"
13.2247281247552,"SSTFRONT","M3"
2.8779991825484,"ICE","M3"
1.0319411156461,"ICEVAR","M3"
0,"SLOPE","M3"
