"Overall","Covariate","Model"
100,"SLOPEDIST","Mr_Pacific"
97.6754580209892,"ICEDIST","Mr_Pacific"
95.3360001299464,"SST","Mr_Pacific"
82.8914697003109,"SSTVAR","Mr_Pacific"
66.0191483963318,"SHELFDIST","Mr_Pacific"
46.3993747406989,"SSTFRONT","Mr_Pacific"
44.145109571304,"DEPTH","Mr_Pacific"
29.5302600781083,"ICE","Mr_Pacific"
23.0556454166196,"SLOPE","Mr_Pacific"
0,"ICEVAR","Mr_Pacific"
