"Overall","Covariate","Model"
100,"Mr_EastIndian_predicted_prob","M4"
40.8835070201919,"Mr_Atlantic_predicted_prob","M4"
10.3305899598536,"Mr_WestPacific_predicted_prob","M4"
9.11574097120389,"Mr_EastPacific_predicted_prob","M4"
0,"Mr_Pacific_predicted_prob","M4"
