"Overall","Covariate","Model"
100,"SLOPEDIST","Mr_EastIndian"
99.0596780980426,"SST","Mr_EastIndian"
98.1893002734408,"ICEDIST","Mr_EastIndian"
57.7701163389609,"SHELFDIST","Mr_EastIndian"
46.5959430342052,"SSTVAR","Mr_EastIndian"
44.8090672047498,"SSTFRONT","Mr_EastIndian"
37.1028010861859,"DEPTH","Mr_EastIndian"
32.2946546174897,"SLOPE","Mr_EastIndian"
26.0072175127879,"ICE","Mr_EastIndian"
0,"ICEVAR","Mr_EastIndian"
