"Overall","Covariate","Model"
100,"SST","M1"
85.3157944228396,"ICEDIST","M1"
82.545507009457,"SLOPEDIST","M1"
52.9514715710122,"SSTVAR","M1"
45.6825652693415,"SHELFDIST","M1"
44.5954009580086,"DEPTH","M1"
43.7783720470843,"SSTFRONT","M1"
33.6689192972618,"SLOPE","M1"
17.6270128091673,"ICE","M1"
0,"ICEVAR","M1"
