"Overall","Covariate","Model"
100,"ICEDIST","Mr_WestPacific"
80.2740808516632,"SHELFDIST","Mr_WestPacific"
71.4921895206689,"SLOPEDIST","Mr_WestPacific"
69.2188907824077,"DEPTH","Mr_WestPacific"
62.7576918318882,"SST","Mr_WestPacific"
49.5343122309955,"SSTVAR","Mr_WestPacific"
49.3561177379841,"SSTFRONT","Mr_WestPacific"
39.6576375636223,"SLOPE","Mr_WestPacific"
7.53775694518383,"ICE","Mr_WestPacific"
0,"ICEVAR","Mr_WestPacific"
